dev,permission,user,group,permission,user,group,only in custom version,alert_permission_abuse,permission modification,alert_input,alert_exynos
/dev/snd/dsp1,0660,system,audio,0660,system,audio,,,,,,
/dev/snd/mixer,0660,system,audio,0660,system,audio,,,,,,
/dev/spdif*,,,,0660,system,audio,O,,,,,
/dev/storage,,,,0660,system,radio,O,,,,,
/dev/tegra_avp,,,,0660,media,media,O,,,,,
/dev/tegra_camera,,,,0660,media,camera,O,,,,,
/dev/tegra_dc*,,,,0660,system,system,O,,,,,
/dev/tegra_mediaserver,,,,0660,media,media,O,,,,,
/dev/tegra_rpc,,,,0660,media,media,O,,,,,
/dev/tegra_sema,,,,0660,media,media,O,,,,,
/dev/tf_ctrl,0660,drmrpc,drmrpc,,,,
/dev/tf_driver,0660,drmrpc,drmrpc,,,,
/dev/tiler,0666,system,system,,,,
/dev/timerirq,0660,system,system,,,,
/dev/torch*,,,,0660,media,camera,O,,,,,
/dev/tpa2018d1*,0660,system,audio,0660,system,audio,,,,,,
/dev/ts0710mux*,0640,radio,radio,0640,radio,radio,,,,,,
/dev/tty,0666,root,root,0666,root,root,,O,,,,
/dev/tty0,0660,root,system,0660,root,system,,,,,,
/dev/ttyACM*,,,,0660,radio,system,O,,,,,
/dev/ttyGS0,0660,radio,radio,,,,
/dev/ttyGS1,0660,radio,radio,,,,
/dev/ttyMSM0,0600,bluetooth,bluetooth,0600,bluetooth,bluetooth,,,,,,
/dev/ttyO0,0660,system,radio,,,,
/dev/ttyS*,0666,system,system,0666,system,system,,O,,,,
/dev/tun,0660,system,vpn,0660,system,vpn,,,,,,
/dev/uinput,0660,system,bluetooth,0660,system,bluetooth,,,,,,
/dev/umts_boot0,0660,radio,radio,,,,
/dev/umts_boot1,0660,radio,radio,,,,
/dev/umts_ipc0,0660,radio,radio,,,,
/dev/umts_ramdump0,0660,radio,radio,,,,
/dev/umts_rfs0,0660,radio,radio,,,,
/dev/urandom,0666,root,root,0666,root,root,,O,,,,
/dev/usb/lp*,,,,0660,system,usb,O,,,,,
/dev/usb_accessory,0660,root,usb,0660,root,usb,,,,,,
/dev/usb_mtp_gadget,,,,0660,system,system,O,,,,,
/dev/vdec,0660,system,audio,0660,system,audio,,,,,,
/dev/video0,,,,0660,media,camera,O,,,,,
/dev/video1,,,,0660,media,camera,O,,,,,
/dev/zero,0666,root,root,0666,root,root,,O,,,,
/proc,0666,system,system,0666,system,system,,O,,,,
